"fipscodes","name","totpop","number_disasters","incl_1372","incl_1396","incl_1501","incl_1552","incl_1613","incl_1798","incl_1919","incl_1946","incl_4004","incl_4017","incl_4040","incl_4336","incl_4339","pa_1372","pa_1396","pa_1501","pa_1552","pa_1613","pa_1798","pa_1919","pa_1946","pa_4004","pa_4017","pa_4040","pa_4336","pa_4339","hmgp_1372","hmgp_1396","hmgp_1501","hmgp_1552","hmgp_1613","hmgp_1798","hmgp_1919","hmgp_1946","hmgp_4004","hmgp_4017","hmgp_4040","hmgp_4336","hmgp_4339","pdm_tot","es_1372","es_1396","es_1501","es_1552","es_1613","es_1798","es_1919","es_1946","es_4004","es_4017","es_4040","es_4336","es_4339","as_1372","as_1396","as_1501","as_1552","as_1613","as_1798","as_1919","as_1946","as_4004","as_4017","as_4040","as_4336","as_4339","r_1372","r_1396","r_1501","r_1552","r_1613","r_1798","r_1919","r_1946","r_4004","r_4017","r_4040","r_4336","r_4339","tot_percap_mil","tot_percap_dollar","maria_percap_mil","maria_percap_dollar"
"133","Santa Isabel",22732,6,0,0,1,1,1,1,0,0,0,1,0,0,1,NA,NA,0,0.07,0.121,0.122,NA,NA,NA,0.307,NA,NA,3.675,NA,NA,0,0,0,0.01875,NA,NA,NA,0,NA,NA,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,NA,NA,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,0,3.07935949322541e-06,5.32289283828964e-06,6.19171212387823e-06,0,0,0,1.35051909202886e-05,0,0,0.000161666373394334,NA,NA,0,0.479935276659238,0.410650360854551,0.321884580895031,NA,NA,NA,0.743034569273547,NA,NA,1.1680256647104,2.80991553756819e-05,28.0991553756819,0.000161666373394334,161.666373394334
"135","Toa Alta",74467,2,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,9.126,NA,NA,NA,0,NA,NA,NA,NA,NA,0.028511,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,0,0,0,1.7054534223213e-06,0,0,0,0,0,3.82867578927579e-07,0,0,0.000122550928599245,NA,NA,NA,0.265804386227698,NA,NA,NA,NA,NA,NA,NA,NA,0.885419935095961,2.08832100124888e-06,2.08832100124888,0.000122550928599245,122.550928599245
"137","Toa Baja",83645,4,0,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,0,1.435,NA,NA,NA,NA,NA,NA,NA,0,4.907,NA,NA,0,0,NA,0.03358,NA,NA,NA,NA,NA,0,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,1.7155837168988e-05,0,4.01458545041545e-07,0,0,0,0,0,0,5.86645944168809e-05,NA,NA,0,2.67383248890986,NA,NA,NA,NA,NA,NA,NA,0,0.423846656853039,1.75572957140295e-05,17.5572957140295,5.86645944168809e-05,58.6645944168809
"139","Trujillo Alto",70737,3,0,0,0,1,0,0,0,0,0,1,0,0,1,NA,NA,NA,0.072,NA,NA,NA,NA,NA,0.209,NA,NA,8.987,NA,NA,0.107114,0.518925,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,1.51425703662864e-06,8.35383179948259e-06,0,0,0,0,0,2.9546065001343e-06,0,0,0.000127048079505775,NA,NA,NA,1.30199107466013,NA,NA,NA,NA,NA,0.162557847657085,NA,NA,0.91791146420381,1.28226953362455e-05,12.8226953362455,0.000127048079505775,127.048079505775
"141","Utuado",30869,11,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,0.534,0.73,0.369,1.737,0.21,0.842,3.99,0.633,0.798,NA,0,4.025,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0.045,NA,5.78057740497768e-06,5.54860475405057e-06,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,9.66702209570352e-06,2.33144978822186e-05,1.10517119280744e-05,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,1.72989082898701e-05,2.3648320321358e-05,1.19537399980563e-05,5.62700443810943e-05,6.80294146230846e-06,2.72765557679225e-05,0.000129255887783861,2.05060092649584e-05,2.58511775567722e-05,0,0,0.000130389711360912,NA,2.99259175648681,4.26203007235186,1.86305675764756,4.34111952511576,0.353660169858965,2.8216089192602,5.54401336185074,1.85545998650829,1.4222915243837,NA,0,0.942054467395289,0.000320321357996696,320.321357996696,0.000221795617585934,221.795617585934
"143","Vega Alta",39018,4,0,1,0,1,0,0,1,0,0,0,0,0,1,NA,0.039,NA,0.214,NA,NA,0.093,NA,NA,NA,NA,NA,3.562,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,5.78057740497768e-06,NA,6.41619743949725e-06,NA,NA,9.66702209570352e-06,NA,NA,NA,NA,NA,0.000138409949608785,0,9.99538674457942e-07,0,5.4846481111282e-06,0,0,2.38351530063048e-06,0,0,0,0,0,9.12911989338254e-05,NA,0.172913292986482,NA,0.854812864293334,NA,NA,0.246561482640018,NA,NA,NA,NA,NA,0.659571072685597,8.86770208621662e-06,8.86770208621662,9.76103716910149e-05,97.6103716910149
"145","Vega Baja",55866,5,0,0,0,1,0,0,1,0,0,1,0,1,1,NA,NA,NA,0.017,NA,NA,0.208,NA,NA,0.086,NA,0.131,5.384,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,9.66702209570352e-06,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,3.04299573980596e-07,0,0,3.7231947875273e-06,0,0,1.53939784484302e-06,0,2.3448967171446e-06,9.63734650771489e-05,NA,NA,NA,0.0474267783761405,NA,NA,0.385143920295999,NA,NA,0.0846952717169819,NA,0.674842924878392,0.69629000913264,7.91178892349551e-06,7.91178892349551,0.000103267531598754,103.267531598754
"147","Vieques",9046,5,0,0,1,1,0,0,0,0,0,1,0,1,1,NA,NA,0.092,0.151,NA,NA,NA,NA,NA,0.486,NA,0.075,0.334,NA,NA,0,0,NA,NA,NA,NA,0.733688,0.04379,NA,0,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,1.0170240990493e-05,1.66924607561353e-05,0,0,0,0,8.11063453460093e-05,5.85662171125359e-05,0,8.29095732920628e-06,3.69223966393986e-05,NA,NA,1.8329366464729,2.60161270184405,NA,NA,NA,NA,NA,3.22222204506712,NA,2.38607263730434,0.266761145017101,0.00017482622153438,174.82622153438,3.69223966393986e-05,36.9223966393986
"149","Villalba",24186,7,0,0,0,1,1,1,0,1,1,1,0,0,1,NA,NA,NA,0.065,0.044,0.506,NA,1.071,0.085,1.975,NA,NA,3.404,NA,NA,NA,0,0,0.01875,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,NA,2.33144978822186e-05,1.10517119280744e-05,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,0,2.68750516827917e-06,1.81923426775821e-06,2.16964359546845e-05,0,4.42818159265691e-05,3.51442983544199e-06,8.16588108823286e-05,0,0,0.000140742578351112,NA,NA,NA,0.418862604154799,0.140350225193322,1.12791874920295,NA,1.89932531038302,0.317998682766457,4.49274058615415,NA,NA,1.01685304234935,0.000155658232035062,155.658232035062,0.000140742578351112,140.742578351112
"151","Yabucoa",35670,9,0,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,0.495,0.828,0.173,0.834,NA,0.467,1.089,0.635,0,NA,12.07,NA,NA,0,0,0,0.018072,NA,0,0,0,0.011544,NA,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,NA,2.33144978822186e-05,1.10517119280744e-05,1.81757235514525e-05,1.03953174245835e-07,NA,0.000138409949608785,0,0,1.38772077375946e-05,2.32127838519765e-05,4.85001401738155e-06,2.38876366694701e-05,0,1.30922343706196e-05,3.05298570227082e-05,1.78020745724699e-05,3.2363330529857e-07,0,0.000338379590692459,NA,NA,2.50102653779115,3.61784126359355,0.37416872119998,1.24183130030746,NA,0.561549060020919,2.76245501343135,0.979442415157509,3.11326044294926,NA,2.44476348448134,0.000127575441547519,127.575441547519,0.000338379590692459,338.379590692459
"153","Yauco",38519,9,1,0,1,1,1,1,0,1,0,1,0,1,1,1.662,NA,0.528,0.096,0.738,0.397,NA,2.022,NA,1.195,NA,0.171,6.952,0,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,9.37960022366628e-06,NA,5.54860475405057e-06,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,NA,2.33144978822186e-05,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,4.31475375788572e-05,0,1.37075209636803e-05,2.49227653885096e-06,1.91593758924167e-05,1.03066019367066e-05,0,5.24935745995483e-05,0,3.10236506659051e-05,0,4.43936758482827e-06,0.000180482359355123,4.60014675998544,NA,2.47044465614055,0.388435138156572,1.47810689844679,0.535802727658264,NA,2.2515421462104,NA,1.70687293840502,NA,1.27761525002429,1.30396954745852,0.000176769905760793,176.769905760793,0.000180482359355123,180.482359355123
